ID,Name,Sex,Age,NOC,Games,Year,Season,City,Sport,Event,Medal,BMI,discretized_Year
9371,Dale Begg-Smith,1,0.15000000000000002,3,3,0.375,1,7,19,188,2,0.2894015524667253,1
9371,Dale Begg-Smith,1,0.25,3,5,0.625,1,8,19,188,1,0.2894015524667253,1
9394,Adriana Brando Behar,0,0.4,10,0,0.0,0,6,6,67,1,0.16792570940850537,0
9394,Adriana Brando Behar,0,0.5,10,2,0.25,0,0,6,67,1,0.16792570940850537,0
9432,"Genevieve ""Gen"" Behrent",0,0.25,64,8,1.0,0,3,30,247,1,0.22280144688182102,2
9434,Melanie Behringer,0,0.17500000000000004,32,4,0.5,0,1,18,186,0,0.28186684474730295,1
9434,Melanie Behringer,0,0.375,32,8,1.0,0,3,18,186,2,0.28186684474730295,2
9444,Milad Beigi Hareqani,1,0.25,5,8,1.0,0,3,43,357,0,0.19102020853282697,2
9450,Clmence Beikes,0,0.32500000000000007,29,6,0.75,0,2,5,65,1,0.22589733229816522,2
9460,Elizabeth Lyon Beisel,0,0.10000000000000003,92,6,0.75,0,2,40,336,0,0.2843759956212625,2
9460,Elizabeth Lyon Beisel,0,0.10000000000000003,92,6,0.75,0,2,40,345,1,0.2843759956212625,2
9464,Ruth Beita Vila,0,0.55,24,8,1.0,0,3,2,52,2,0.16747531566219886,2
9468,Cristian Bejarano Bentez,1,0.10000000000000003,57,0,0.0,0,6,9,90,0,0.19497722300605314,0
9479,Sofia Bekatorou (-Kosmatopoulos),0,0.275,33,2,0.25,0,0,32,267,2,0.2002371741018537,0
9479,Sofia Bekatorou (-Kosmatopoulos),0,0.375,33,4,0.5,0,1,32,266,0,0.2002371741018537,1
9487,Kenenisa Bekele Beyecha,1,0.17500000000000004,26,2,0.25,0,0,2,24,1,0.1898276212440323,0
9487,Kenenisa Bekele Beyecha,1,0.17500000000000004,26,2,0.25,0,0,2,14,2,0.1898276212440323,0
9487,Kenenisa Bekele Beyecha,1,0.275,26,4,0.5,0,1,2,24,2,0.1898276212440323,1
9487,Kenenisa Bekele Beyecha,1,0.275,26,4,0.5,0,1,2,14,2,0.1898276212440323,1
9490,Tariku Bekele Beyecha,1,0.25,26,6,0.75,0,2,2,14,0,0.22065118308614884,2
9502,Fredrik Raaen Bekken,1,0.25,63,0,0.0,0,6,30,241,1,0.31093736527666604,0
9509,Kristin Bekkevold,0,0.20000000000000007,63,0,0.0,0,6,18,186,2,0.21168577170003522,0
9511,Daniel N'Dene Bekono,1,0.17500000000000004,16,0,0.0,0,6,18,185,2,0.25601247917614767,0
9541,Tatyana Valeryevna Belan,0,0.050000000000000044,8,0,0.0,0,6,29,236,1,0.06170143700620084,0
9546,Jose Blanger,0,0.375,12,8,1.0,0,3,18,186,0,0.2741494047722207,2
9554,Jon Belaustegui Ruano,1,0.3500000000000001,24,4,0.5,0,1,22,209,0,0.3435557148493684,1
9561,Tanith Jessica Louise Belbin,0,0.15000000000000002,92,3,0.375,1,7,17,181,1,0.1382021237410206,1
9567,Mathew Belcher,1,0.3500000000000001,3,6,0.75,0,2,32,257,2,0.19375494892780787,2
9567,Mathew Belcher,1,0.45000000000000007,3,8,1.0,0,3,32,257,1,0.19375494892780787,2
9573,Claudia Renate Belderbos,0,0.30000000000000004,60,6,0.75,0,2,30,246,0,0.2687388686540574,2
9577,Zhan Vensanovych Beleniuk,1,0.25,91,8,1.0,0,3,50,396,1,0.35774835022505247,2
9601,Anastasiya Aleksandrovna Belikova,0,0.15000000000000002,74,0,0.0,0,6,47,372,1,0.10896200022406216,0
9625,Alexei Bell Quintero,1,0.2250000000000001,19,4,0.5,0,1,4,63,1,0.39152626283718084,1
9654,Regla Maritza Bell McKenzie,0,0.375,19,0,0.0,0,6,47,372,2,0.2424606531237824,0
9655,"Robin ""Rob"" Bell",1,0.375,3,4,0.5,0,1,10,102,0,0.26461007606950515,1
9669,Kacey Lee Bellamy,0,0.17500000000000004,92,5,0.625,1,8,24,214,1,0.2506850010077827,1
9669,Kacey Lee Bellamy,0,0.275,92,7,0.875,1,5,24,214,1,0.2506850010077827,2
9739,Antonella Bellutti,0,0.4,42,0,0.0,0,6,13,151,2,0.2424606531237824,0
9747,Stefania Belmondo,0,0.45000000000000007,42,1,0.125,1,4,11,124,0,0.12158238169549057,0
9747,Stefania Belmondo,0,0.45000000000000007,42,1,0.125,1,4,11,125,2,0.12158238169549057,0
9747,Stefania Belmondo,0,0.45000000000000007,42,1,0.125,1,4,11,127,1,0.12158238169549057,0
9750,Mireia Belmonte Garca,0,0.15000000000000002,24,6,0.75,0,2,40,347,1,0.18569259333909816,2
9750,Mireia Belmonte Garca,0,0.15000000000000002,24,6,0.75,0,2,40,338,1,0.18569259333909816,2
9750,Mireia Belmonte Garca,0,0.25,24,8,1.0,0,3,40,338,2,0.18569259333909816,2
9750,Mireia Belmonte Garca,0,0.25,24,8,1.0,0,3,40,345,0,0.18569259333909816,2
9764,Alexander Belonogoff,1,0.275,3,8,1.0,0,3,30,244,1,0.3284917322663963,2
9787,Irina Olegovna Belova,0,0.10000000000000003,74,0,0.0,0,6,29,236,2,0.09350569485814098,0
9790,Olga Konstantinovna Belova-Gorbunova,0,0.17500000000000004,74,8,1.0,0,3,48,374,0,0.20158936429752983,2
9803,Daima Mayelis Beltrn Guisado,0,0.32500000000000007,19,0,0.0,0,6,25,225,1,0.48036662469989466,0
9803,Daima Mayelis Beltrn Guisado,0,0.4,19,2,0.25,0,0,25,225,1,0.48036662469989466,0
9811,Olesya Vladimirovna Belugina,0,0.125,74,2,0.25,0,0,29,236,2,0.10226735354793681,0
9823,Anastasiya Yevgenyevna Belyakova,0,0.20000000000000007,74,8,1.0,0,3,9,95,0,0.1758241261555804,2
9829,David Sagitovich Belyavsky,1,0.2250000000000001,74,8,1.0,0,3,21,203,1,0.17997176091804523,2
9829,David Sagitovich Belyavsky,1,0.2250000000000001,74,8,1.0,0,3,21,200,0,0.17997176091804523,2
9864,Larbi Ben Boudaoud,1,0.275,29,0,0.0,0,6,25,216,1,0.2506850010077827,0
9990,Lars Bender,1,0.30000000000000004,32,8,1.0,0,3,18,185,1,0.2719396069183353,2
9991,Sven Bender,1,0.30000000000000004,32,8,1.0,0,3,18,185,1,0.2651036443035796,2
10013,Tibor Benedek,1,0.32500000000000007,35,0,0.0,0,6,48,373,2,0.3514528099693597,0
10013,Tibor Benedek,1,0.42500000000000004,35,2,0.25,0,0,48,373,2,0.3514528099693597,0
10013,Tibor Benedek,1,0.525,35,4,0.5,0,1,48,373,2,0.3514528099693597,1
10033,Andrea Benelli,1,0.7250000000000001,42,2,0.25,0,0,33,275,2,0.35513235387785436,0
10048,Meaghan Benfeito,0,0.20000000000000007,12,6,0.75,0,2,14,161,0,0.17399260735919975,2
10048,Meaghan Benfeito,0,0.30000000000000004,12,8,1.0,0,3,14,159,0,0.17399260735919975,2
10048,Meaghan Benfeito,0,0.30000000000000004,12,8,1.0,0,3,14,161,0,0.17399260735919975,2
10085,Rolf-Gran Bengtsson,1,0.675,81,2,0.25,0,0,15,166,1,0.2527152298676202,0
10085,Rolf-Gran Bengtsson,1,0.7750000000000001,81,4,0.5,0,1,15,165,1,0.2527152298676202,1
10098,Hasna Benhassi,0,0.275,54,2,0.25,0,0,2,48,1,0.09556065929826835,0
10098,Hasna Benhassi,0,0.375,54,4,0.5,0,1,2,48,0,0.09556065929826835,1
10105,Amar Benikhlef,1,0.275,0,4,0.5,0,1,25,220,1,0.33593741742943717,1
10121,Pedro Juan Bentez Domnguez,1,0.20000000000000007,65,2,0.25,0,0,18,185,1,0.23252724880592623,0
10136,Lindsay Dianne Benko (-Mintenko),0,0.20000000000000007,92,0,0.0,0,6,40,343,2,0.21806332920496796,0
10136,Lindsay Dianne Benko (-Mintenko),0,0.30000000000000004,92,2,0.25,0,0,40,341,1,0.21806332920496796,0
10136,Lindsay Dianne Benko (-Mintenko),0,0.30000000000000004,92,2,0.25,0,0,40,343,2,0.21806332920496796,0
10140,"Brittany ""Britt"" Benn",0,0.30000000000000004,12,8,1.0,0,3,31,253,0,0.30809794515587663,2
10142,"James Randolph ""Jamie"" Benn",1,0.2250000000000001,12,7,0.875,1,5,24,213,2,0.34400019473842147,2
10151,Julien Benneteau,1,0.375,29,6,0.75,0,2,44,362,0,0.2572635917871443,2
10160,Brooke Marie Bennett (-Frioud),0,0.125,92,0,0.0,0,6,40,344,2,0.19968348157001936,0
10160,Brooke Marie Bennett (-Frioud),0,0.125,92,0,0.0,0,6,40,347,2,0.19968348157001936,0
10173,Karen Bennett,0,0.30000000000000004,30,8,1.0,0,3,30,246,1,0.26598329814698596,2
10177,Mark Stewart Bennett,1,0.20000000000000007,30,8,1.0,0,3,31,252,1,0.350999146365232,2
10181,Paul Bennett,1,0.30000000000000004,30,8,1.0,0,3,30,238,2,0.26411195057352577,2
10257,"Joseph ""Gunnar"" Bentz",1,0.125,92,8,1.0,0,3,40,328,2,0.22461765882329987,2
10259,Matej Beu,1,0.32500000000000007,80,8,1.0,0,3,10,102,1,0.21763291815860297,2
10270,Laura Benz,0,0.15000000000000002,79,7,0.875,1,5,24,214,0,0.20930713750690366,2
10271,Sara Benz,0,0.15000000000000002,79,7,0.875,1,5,24,214,0,0.1933557588314636,2
10329,Adem Bereket,1,0.30000000000000004,89,0,0.0,0,6,50,399,0,0.3037855034132406,0
10337,"Richard ""Ricky"" Berens",1,0.125,92,4,0.5,0,1,40,328,2,0.343940048349632,1
10337,"Richard ""Ricky"" Berens",1,0.2250000000000001,92,6,0.75,0,2,40,326,1,0.343940048349632,2
10337,"Richard ""Ricky"" Berens",1,0.2250000000000001,92,6,0.75,0,2,40,328,2,0.343940048349632,2
10341,Mdlina Bere,0,0.20000000000000007,72,8,1.0,0,3,30,246,0,0.21959775502265733,2
10349,Oleksandr Mykolaiovych Beresh,1,0.17500000000000004,91,0,0.0,0,6,21,199,0,0.22518616478349196,0
10349,Oleksandr Mykolaiovych Beresh,1,0.17500000000000004,91,0,0.0,0,6,21,203,1,0.22518616478349196,0
10352,Dmitry Vladimirovich Berestov,1,0.2250000000000001,74,2,0.25,0,0,49,377,2,0.5074737863336558,0
10357,Yury Viktorovich Berezhko,1,0.2250000000000001,74,4,0.5,0,1,47,371,0,0.3018011455031626,1
10357,Yury Viktorovich Berezhko,1,0.32500000000000007,74,6,0.75,0,2,47,371,2,0.3018011455031626,2
10361,Yelena Viktorovna Berezhnaya,0,0.2250000000000001,74,1,0.125,1,4,17,182,2,0.11309270870599031,0
10373,"Aki-Petteri Arvid ""Aki"" Berg",1,0.32500000000000007,28,3,0.375,1,7,24,213,1,0.3292901656457501,1
10389,Laura Kay Berg,0,0.25,92,0,0.0,0,6,38,304,2,0.21782693873262238,0
10389,Laura Kay Berg,0,0.3500000000000001,92,2,0.25,0,0,38,304,2,0.21782693873262238,0
10389,Laura Kay Berg,0,0.45000000000000007,92,4,0.5,0,1,38,304,1,0.21782693873262238,1
10390,Lindsey Napela Berg,0,0.32500000000000007,92,4,0.5,0,1,47,372,1,0.3282361197195134,1
10390,Lindsey Napela Berg,0,0.42500000000000004,92,6,0.75,0,2,47,372,1,0.3282361197195134,2
10425,Stig Andr Berge,1,0.45000000000000007,63,8,1.0,0,3,50,392,0,0.21517176693367634,2
10430,"Gabriel ""Gabe"" Bergen",1,0.375,12,6,0.75,0,2,30,238,1,0.3438382275836772,2
10455,Lars Berger,1,0.375,63,5,0.625,1,8,11,120,1,0.20878941248848593,1
10467,Tora Berger (-Tveldal),0,0.32500000000000007,63,5,0.625,1,8,7,76,2,0.18319791348519576,1
10467,Tora Berger (-Tveldal),0,0.42500000000000004,63,7,0.875,1,5,7,73,2,0.18319791348519576,2
10467,Tora Berger (-Tveldal),0,0.42500000000000004,63,7,0.875,1,5,7,74,1,0.18319791348519576,2
10467,Tora Berger (-Tveldal),0,0.42500000000000004,63,7,0.875,1,5,7,77,0,0.18319791348519576,2
10472,Patrice Bergeron-Cleary,1,0.2250000000000001,12,5,0.625,1,8,24,213,2,0.3059808760184023,1
10472,Patrice Bergeron-Cleary,1,0.32500000000000007,12,7,0.875,1,5,24,213,2,0.3059808760184023,2
10482,Emelie Anna Berggren,0,0.10000000000000003,81,1,0.125,1,4,24,214,0,0.2506850010077827,0
10502,Emma Sofia Berglund,0,0.30000000000000004,81,8,1.0,0,3,18,186,1,0.22518616478349196,2
10507,Anders Patrik Berglund,1,0.25,81,7,0.875,1,5,24,213,1,0.3585009496110646,2
10544,Kajsa Margareta Bergqvist (-Herngren-),0,0.20000000000000007,81,0,0.0,0,6,2,52,0,0.15483730568671172,0
10555,Jacob Jorrit Bergsma,1,0.32500000000000007,60,7,0.875,1,5,39,308,0,0.19210335902471298,2
10555,Jacob Jorrit Bergsma,1,0.32500000000000007,60,7,0.875,1,5,39,307,2,0.19210335902471298,2
10557,Margit Anna Kristina Bergstrand,0,0.5750000000000001,81,1,0.125,1,4,24,214,0,0.28202858620720084,0
10591,Denys Yuriyovych Berinchyk,1,0.2250000000000001,91,6,0.75,0,2,9,89,1,0.23211574167387283,2
10612,Lobke Berkhout,0,0.30000000000000004,60,4,0.5,0,1,32,267,1,0.19876437822868143,1
10612,Lobke Berkhout,0,0.4,60,6,0.75,0,2,32,267,0,0.19876437822868143,2
10614,Krisztin Berki,1,0.30000000000000004,35,6,0.75,0,2,21,201,2,0.23071619012452993,2
10641,Yanet Bermoy Acosta,0,0.15000000000000002,19,4,0.5,0,1,25,221,1,0.18097746095130918,1
10641,Yanet Bermoy Acosta,0,0.25,19,6,0.75,0,2,25,223,1,0.18097746095130918,2
10674,Alain Andr Louis Edmond Bernard,1,0.25,29,4,0.5,0,1,40,331,0,0.26652610281148137,1
10674,Alain Andr Louis Edmond Bernard,1,0.25,29,4,0.5,0,1,40,320,2,0.26652610281148137,1
10674,Alain Andr Louis Edmond Bernard,1,0.25,29,4,0.5,0,1,40,326,1,0.26652610281148137,1
10674,Alain Andr Louis Edmond Bernard,1,0.3500000000000001,29,6,0.75,0,2,40,326,2,0.26652610281148137,2
10680,Cheryl Bernard (Kullman-),0,0.7,12,5,0.625,1,8,12,133,1,0.1933557588314636,1
10724,Miosz Bernatajtys,1,0.275,67,4,0.5,0,1,30,242,1,0.2147890906641079,1
10766,Hedda Helene Berntsen,0,0.45000000000000007,63,5,0.625,1,8,19,194,1,0.23441417773184026,1
10784,Cdric Berrest,1,0.20000000000000007,29,4,0.5,0,1,30,244,0,0.3292901656457501,1
10871,Lorenzo Bertini,1,0.32500000000000007,42,2,0.25,0,0,30,242,0,0.175026779093588,0
10930,Christina Bertrup,0,0.55,81,7,0.875,1,5,12,133,1,0.21616891651528236,2
10955,Annemieke Marileen Bes,0,0.375,60,4,0.5,0,1,32,266,1,0.23743360674278136,1
10994,Aleksandr Andreyevich Bessmertnykh,1,0.30000000000000004,74,7,0.875,1,5,11,120,1,0.26974982927211066,2
11026,Danny Betancourt Chacn,1,0.20000000000000007,19,2,0.25,0,0,4,63,2,0.2950238447234448,0
11057,Jean-Christophe Bette,1,0.17500000000000004,29,0,0.0,0,6,30,242,2,0.19632982254130138,0
11069,Paolo Bettini,1,0.375,42,2,0.25,0,0,13,141,2,0.18279970025390402,0
11094,Nicole Beukers,0,0.25,60,8,1.0,0,3,30,250,1,0.2506850010077827,2
11111,Allison Beveridge,0,0.20000000000000007,12,8,1.0,0,3,13,154,0,0.22037902834115553,2
11116,Tully Louise Bevilaqua (Crook-),0,0.525,3,4,0.5,0,1,5,65,1,0.2883862245039026,1
11119,"Samuel Ryan ""Sam"" Bewley",1,0.15000000000000002,64,4,0.5,0,1,13,143,0,0.22020369076435942,1
11119,"Samuel Ryan ""Sam"" Bewley",1,0.25,64,6,0.75,0,2,13,143,0,0.22020369076435942,2
11146,Jamie Lynn Beyerle-Gray (-Corkish),0,0.32500000000000007,92,6,0.75,0,2,33,282,2,0.23662226564382882,2
11173,Hanna Volodymyrivna Bezsonova,0,0.125,91,2,0.25,0,0,29,237,0,0.07216962634768465,0
11173,Hanna Volodymyrivna Bezsonova,0,0.2250000000000001,91,4,0.5,0,1,29,237,0,0.07216962634768465,1
11195,Mohini Bhardwaj (-Barry),0,0.25,92,2,0.25,0,0,21,208,1,0.17184406269003427,0
11207,Stephen Raj Bhavsar,1,0.30000000000000004,92,4,0.5,0,1,21,203,0,0.14522037216665262,1
11242,Diana Bianchedi,0,0.375,42,0,0.0,0,6,16,176,2,0.13233089144452903,0
11278,Roberta Bianconi,0,0.30000000000000004,42,8,1.0,0,3,48,374,1,0.2962401132011734,2
11289,Dariusz Edward Biakowski,1,0.375,67,0,0.0,0,6,10,106,0,0.35134422198436743,0
11293,"Daniel ""Dan"" Bibby",1,0.25,30,8,1.0,0,3,31,252,1,0.3828638855975438,2
11299,Damir Biani,1,0.30000000000000004,18,6,0.75,0,2,22,209,0,0.31520177986368425,2
11304,Yuliya Valentinovna Bichik,0,0.15000000000000002,8,2,0.25,0,0,30,247,0,0.303641615114814,0
11304,Yuliya Valentinovna Bichik,0,0.25,8,4,0.5,0,1,30,247,0,0.303641615114814,1
11325,Laurence Bidaud (-Gradwohl),0,0.45000000000000007,79,1,0.125,1,4,12,133,1,0.2002371741018537,0
11335,Nezha Bidouane,0,0.375,54,0,0.0,0,6,2,46,0,0.21397213519957892,0
11347,Sebastian Friedrich Felix Biederlack,1,0.17500000000000004,32,2,0.25,0,0,23,211,0,0.2702529814822623,0
11347,Sebastian Friedrich Felix Biederlack,1,0.275,32,4,0.5,0,1,23,211,2,0.2702529814822623,1
11375,Christoph Bieler,1,0.2250000000000001,4,1,0.125,1,4,28,235,0,0.2176156718853567,0
11375,Christoph Bieler,1,0.32500000000000007,4,3,0.375,1,7,28,235,2,0.2176156718853567,1
11375,Christoph Bieler,1,0.525,4,7,0.875,1,5,28,235,0,0.2176156718853567,2
11416,Laryssa Biesenthal,0,0.3500000000000001,12,0,0.0,0,6,30,246,0,0.22961659447226268,0
11448,Fiona Clare Bigwood,0,0.625,30,8,1.0,0,3,15,164,1,0.3103052969472859,2
11451,Marko Bija,1,0.25,18,8,1.0,0,3,48,373,1,0.20243232031542713,2
11461,Hamide Bkn (-Tosun),0,0.17500000000000004,89,0,0.0,0,6,43,358,0,0.18630815073643048,0
11484,Jim Bilba,1,0.42500000000000004,29,0,0.0,0,6,5,64,1,0.31548984040036687,0
11495,Simone Arianne Biles,0,0.10000000000000003,92,8,1.0,0,3,21,207,2,0.2546196971148701,2
11495,Simone Arianne Biles,0,0.10000000000000003,92,8,1.0,0,3,21,208,2,0.2546196971148701,2
11495,Simone Arianne Biles,0,0.10000000000000003,92,8,1.0,0,3,21,205,2,0.2546196971148701,2
11495,Simone Arianne Biles,0,0.10000000000000003,92,8,1.0,0,3,21,206,2,0.2546196971148701,2
11495,Simone Arianne Biles,0,0.10000000000000003,92,8,1.0,0,3,21,204,0,0.2546196971148701,2
11537,"Alexandre ""Alex"" Bilodeau",1,0.17500000000000004,12,5,0.625,1,8,19,188,2,0.31927070833339954,1
11537,"Alexandre ""Alex"" Bilodeau",1,0.275,12,7,0.875,1,5,19,188,2,0.31927070833339954,2
11546,Serhiy Oleksandrovych Biloushchenko,1,0.17500000000000004,91,2,0.25,0,0,30,244,0,0.30205576925542754,0
11559,Thomas Bimis,1,0.3500000000000001,33,2,0.25,0,0,14,158,2,0.2861428524938454,0
11601,Abhinav Bindra,1,0.25,37,4,0.5,0,1,33,270,2,0.2654782400167174,1
11616,Michael Allen Oswald Bingham,1,0.17500000000000004,30,4,0.5,0,1,2,21,0,0.23882615931724738,1
11653,Emanuele Birarelli,1,0.4,42,6,0.75,0,2,47,371,0,0.2626164009003531,2
11653,Emanuele Birarelli,1,0.5,42,8,1.0,0,3,47,371,1,0.2626164009003531,2
11656,Stefan Birevi,1,0.275,78,8,1.0,0,3,5,64,1,0.27068590391845637,2
11671,"Suzanne Brigit ""Sue"" Bird",0,0.20000000000000007,92,2,0.25,0,0,5,65,2,0.21616891651528236,0
11671,"Suzanne Brigit ""Sue"" Bird",0,0.30000000000000004,92,4,0.5,0,1,5,65,2,0.21616891651528236,1
11671,"Suzanne Brigit ""Sue"" Bird",0,0.4,92,6,0.75,0,2,5,65,2,0.21616891651528236,2
11671,"Suzanne Brigit ""Sue"" Bird",0,0.5,92,8,1.0,0,3,5,65,2,0.21616891651528236,2
11673,Dane Alex Bird-Smith,1,0.2250000000000001,3,8,1.0,0,3,2,17,0,0.1903732744108687,2
11725,Pter Biros,1,0.2250000000000001,35,0,0.0,0,6,48,373,2,0.35034299078784437,0
11725,Pter Biros,1,0.32500000000000007,35,2,0.25,0,0,48,373,2,0.35034299078784437,0
11725,Pter Biros,1,0.42500000000000004,35,4,0.5,0,1,48,373,2,0.35034299078784437,1
11739,Vera Leonidovna Biryukova,0,0.07500000000000001,74,8,1.0,0,3,29,236,2,0.08472882495534206,2
11757,Ole Bischof,1,0.32500000000000007,32,4,0.5,0,1,25,217,2,0.3087139364262508,1
11757,Ole Bischof,1,0.42500000000000004,32,6,0.75,0,2,25,217,1,0.3087139364262508,2
11768,Ralf Bidorf,1,0.3500000000000001,32,0,0.0,0,6,16,169,1,0.19257437111769515,0
11779,Abby Bishop,0,0.20000000000000007,3,6,0.75,0,2,5,65,0,0.2763948036134537,2
11782,"Catherine ""Cath"" Bishop",0,0.42500000000000004,30,2,0.25,0,0,30,247,1,0.3115671171639338,0
11799,Matteo Bisiani,1,0.2250000000000001,42,0,0.0,0,6,1,10,1,0.3115671171639338,0
11815,David Bissett,1,0.375,12,5,0.625,1,8,8,80,0,0.492093486003948,1
11836,Stuart Bithell,1,0.25,30,6,0.75,0,2,32,257,1,0.258377642491584,2
11943,Marit Bjrgen,0,0.15000000000000002,63,1,0.125,1,4,11,128,1,0.24634796311346807,0
11943,Marit Bjrgen,0,0.25,63,3,0.375,1,7,11,124,1,0.24634796311346807,1
11943,Marit Bjrgen,0,0.3500000000000001,63,5,0.625,1,8,11,130,2,0.24634796311346807,1
11943,Marit Bjrgen,0,0.3500000000000001,63,5,0.625,1,8,11,124,0,0.24634796311346807,1
11943,Marit Bjrgen,0,0.3500000000000001,63,5,0.625,1,8,11,127,1,0.24634796311346807,1
11943,Marit Bjrgen,0,0.3500000000000001,63,5,0.625,1,8,11,126,2,0.24634796311346807,1
11943,Marit Bjrgen,0,0.3500000000000001,63,5,0.625,1,8,11,128,2,0.24634796311346807,1
11943,Marit Bjrgen,0,0.45000000000000007,63,7,0.875,1,5,11,127,2,0.24634796311346807,2
11943,Marit Bjrgen,0,0.45000000000000007,63,7,0.875,1,5,11,126,2,0.24634796311346807,2
11943,Marit Bjrgen,0,0.45000000000000007,63,7,0.875,1,5,11,131,2,0.24634796311346807,2
11951,Ole Einar Bjrndalen,1,0.32500000000000007,63,1,0.125,1,4,7,68,2,0.18837213675768905,0
11951,Ole Einar Bjrndalen,1,0.32500000000000007,63,1,0.125,1,4,7,69,2,0.18837213675768905,0
11951,Ole Einar Bjrndalen,1,0.32500000000000007,63,1,0.125,1,4,7,71,2,0.18837213675768905,0
11951,Ole Einar Bjrndalen,1,0.32500000000000007,63,1,0.125,1,4,7,72,2,0.18837213675768905,0
11951,Ole Einar Bjrndalen,1,0.42500000000000004,63,3,0.375,1,7,7,69,1,0.18837213675768905,1
11951,Ole Einar Bjrndalen,1,0.42500000000000004,63,3,0.375,1,7,7,70,0,0.18837213675768905,1
11951,Ole Einar Bjrndalen,1,0.42500000000000004,63,3,0.375,1,7,7,71,1,0.18837213675768905,1
11951,Ole Einar Bjrndalen,1,0.525,63,5,0.625,1,8,7,71,1,0.18837213675768905,1
11951,Ole Einar Bjrndalen,1,0.525,63,5,0.625,1,8,7,72,2,0.18837213675768905,1
11951,Ole Einar Bjrndalen,1,0.625,63,7,0.875,1,5,7,68,2,0.18837213675768905,2
11951,Ole Einar Bjrndalen,1,0.625,63,7,0.875,1,5,7,73,2,0.18837213675768905,2
11982,"Kimberly A. ""Kim"" Black",0,0.15000000000000002,92,0,0.0,0,6,40,343,2,0.20831993060567366,0
11995,Julie Lynne Black-Burns Richards,0,0.45000000000000007,92,2,0.25,0,0,15,168,0,0.1392694450043237,0
12003,Michael James Blackburn,1,0.375,3,0,0.0,0,6,32,261,0,0.2984666755114752,0
12020,Emma Stina Blackstenius,0,0.125,81,8,1.0,0,3,18,186,1,0.25651282863060365,2
12023,Michael Blackwood,1,0.15000000000000002,43,0,0.0,0,6,2,21,1,0.22509440123321156,0
12083,"Robert Bowlby ""Rob"" Blake",1,0.42500000000000004,12,1,0.125,1,4,24,213,2,0.3726636334972201,0
12086,Yohan Blake,1,0.17500000000000004,43,6,0.75,0,2,2,15,1,0.30043227601344213,2
12086,Yohan Blake,1,0.17500000000000004,43,6,0.75,0,2,2,18,1,0.30043227601344213,2
12086,Yohan Blake,1,0.17500000000000004,43,6,0.75,0,2,2,20,2,0.30043227601344213,2
12086,Yohan Blake,1,0.275,43,8,1.0,0,3,2,20,2,0.30043227601344213,2
12095,Henrik Blakskjr,1,0.3500000000000001,21,0,0.0,0,6,32,263,2,0.2795542884492145,0
12100,Isabelle Blanc,0,0.275,29,1,0.125,1,4,37,301,2,0.3261260700919618,0
12113,Elisa Blanchi,0,0.025000000000000022,42,2,0.25,0,0,29,236,1,0.10374284120923932,0
12113,Elisa Blanchi,0,0.2250000000000001,42,6,0.75,0,2,29,236,0,0.10374284120923932,2
12154,Leszek Robert Blanik,1,0.20000000000000007,67,0,0.0,0,6,21,198,0,0.2842486105148153,0
12154,Leszek Robert Blanik,1,0.4,67,4,0.5,0,1,21,198,2,0.2842486105148153,1
12170,Dain J. Blanton,1,0.32500000000000007,92,0,0.0,0,6,6,66,2,0.3217214196785013,0
12173,Andrea Blas Martnez,0,0.125,24,6,0.75,0,2,48,374,1,0.3640977652639681,2
12178,Claudia Blasberg,0,0.25,32,0,0.0,0,6,30,249,1,0.09963626373428508,0
12178,Claudia Blasberg,0,0.3500000000000001,32,2,0.25,0,0,30,249,1,0.09963626373428508,0
12206,Barbara Blatter,0,0.3500000000000001,79,0,0.0,0,6,13,149,1,0.15127788184398216,0
12244,Keston Bledman,1,0.125,87,4,0.5,0,1,2,20,2,0.3666855593159106,1
12244,Keston Bledman,1,0.2250000000000001,87,6,0.75,0,2,2,20,1,0.3666855593159106,2
12250,Gretchen Bleiler,0,0.2250000000000001,92,3,0.375,1,7,37,300,1,0.19968348157001936,1
12278,Susan M. Blinks,0,0.675,92,0,0.0,0,6,15,164,0,0.2921414101263321,0
12279,Aleksandr Aleksandrovich Blinov,1,0.17500000000000004,74,2,0.25,0,0,33,274,1,0.3827044320501085,0
12290,Irina Valeryevna Bliznova,0,0.15000000000000002,74,4,0.5,0,1,22,210,1,0.18874336949219372,1
12290,Irina Valeryevna Bliznova,0,0.3500000000000001,74,8,1.0,0,3,22,210,2,0.18874336949219372,2
12291,Anastasiya Ilyinichna Bliznyuk,0,0.07500000000000001,74,6,0.75,0,2,29,236,2,0.09513542368055716,2
12291,Anastasiya Ilyinichna Bliznyuk,0,0.17500000000000004,74,8,1.0,0,3,29,236,2,0.09513542368055716,2
12317,Jan Blokhuijsen,1,0.125,60,5,0.625,1,8,39,310,0,0.279865108967455,1
12317,Jan Blokhuijsen,1,0.2250000000000001,60,7,0.875,1,5,39,308,1,0.279865108967455,2
12317,Jan Blokhuijsen,1,0.2250000000000001,60,7,0.875,1,5,39,310,2,0.279865108967455,2
12399,Pernille Blume,0,0.17500000000000004,21,8,1.0,0,3,40,346,2,0.1764079636721434,2
12399,Pernille Blume,0,0.17500000000000004,21,8,1.0,0,3,40,342,0,0.1764079636721434,2
12485,Loredana Boboc,0,0.025000000000000022,72,0,0.0,0,6,21,208,2,0.08230840298047226,0
